place_name,activity,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment
Sinharaja Forest Reserve,Waterfall bathing,9,0,4,13,positive
Sinharaja Forest Reserve,Waterfall visit,28,5,25,58,positive
Sinharaja Forest Reserve,Wildlife watching,3,1,3,7,positive
Sithulpawwa Rock Temple,Heritage exploration,0,0,1,1,neutral
Sithulpawwa Rock Temple,Hiking,2,0,3,5,neutral
Sithulpawwa Rock Temple,Jeep safari,0,0,1,1,neutral
Sithulpawwa Rock Temple,Leopard watching,1,0,0,1,positive
Sithulpawwa Rock Temple,Meditation,3,0,1,4,positive
Sithulpawwa Rock Temple,Photography,0,0,1,1,neutral
Sithulpawwa Rock Temple,Pilgrimage,2,0,7,9,neutral
Sithulpawwa Rock Temple,Relaxing,1,0,0,1,positive
Sithulpawwa Rock Temple,Religious visit,2,0,7,9,neutral
Sithulpawwa Rock Temple,Ruins exploration,1,0,4,5,neutral
Sithulpawwa Rock Temple,Safari,2,1,7,10,neutral
Sithulpawwa Rock Temple,Shopping,0,0,1,1,neutral
Sithulpawwa Rock Temple,Sunset watching,1,0,1,2,positive
Sithulpawwa Rock Temple,Temple visit,65,7,85,157,neutral
Sithulpawwa Rock Temple,Trekking,0,0,1,1,neutral
Somawathiya Chaitya,Ancient city visit,6,0,1,7,positive
Somawathiya Chaitya,Elephant watching,1,0,2,3,neutral
Somawathiya Chaitya,Heritage exploration,1,0,0,1,positive
Somawathiya Chaitya,Meditation,2,0,0,2,positive
Somawathiya Chaitya,Museum visit,1,0,0,1,positive
Somawathiya Chaitya,Photography,1,0,6,7,neutral
Somawathiya Chaitya,Pilgrimage,4,0,8,12,neutral
Somawathiya Chaitya,Relaxing,3,0,0,3,positive
Somawathiya Chaitya,Religious visit,11,1,13,25,neutral
Somawathiya Chaitya,Safari,0,0,1,1,neutral
Somawathiya Chaitya,Scenic drive,1,0,0,1,positive
Somawathiya Chaitya,Shopping,1,0,0,1,positive
Somawathiya Chaitya,Sunset watching,1,0,0,1,positive
Somawathiya Chaitya,Temple visit,6,1,9,16,neutral
Sri Pada / Adam's Peak,Hiking,2,0,1,3,positive
Sri Pada / Adam's Peak,Relaxing,1,0,0,1,positive
Sri Pada / Adam's Peak,Religious visit,0,1,0,1,negative
Sri Pada / Adam's Peak,Shopping,0,0,3,3,neutral
Sri Pada / Adam's Peak,Sunrise watching,3,3,3,9,positive
Sri Pada / Adam's Peak,Sunset watching,0,0,1,1,neutral
Sri Pada / Adam's Peak,Temple visit,0,1,2,3,neutral
Sri Pada / Adam's Peak,Trekking,1,0,0,1,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Camping,1,1,4,6,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Heritage exploration,0,0,2,2,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Hiking,96,32,165,293,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Meditation,0,0,3,3,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Mountain climbing,1,2,7,10,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Photography,17,9,23,49,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Pilgrimage,31,14,93,138,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Relaxing,6,3,13,22,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Religious visit,9,1,8,18,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Rock climbing,1,0,0,1,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Ruins exploration,0,1,0,1,negative
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Shopping,29,9,74,112,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Spa treatment,3,0,4,7,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Street food tasting,1,0,0,1,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunrise watching,167,60,247,474,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Sunset watching,12,3,15,30,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Surfing,0,0,1,1,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Swimming,0,0,2,2,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Temple visit,7,4,23,34,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Train ride,1,0,2,3,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Trekking,17,11,37,65,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Viewpoint visit,2,0,2,4,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Walking trail,0,0,1,1,neutral
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",Waterfall visit,6,0,1,7,positive
"Sri Pada / Adam's PeakUnclaimedIf you own this business, claim it for free now to update business info, respond to reviews, and more.Claim this listing",White water rafting,0,0,1,1,neutral
St Benedict's Monastery - Adisham,Forest walk,2,1,1,4,positive
St Benedict's Monastery - Adisham,Heritage exploration,0,0,1,1,neutral
St Benedict's Monastery - Adisham,Hiking,3,0,1,4,positive
St Benedict's Monastery - Adisham,Meditation,2,0,2,4,positive
St Benedict's Monastery - Adisham,Museum visit,4,0,1,5,positive
St Benedict's Monastery - Adisham,Nature walk,1,0,0,1,positive
St Benedict's Monastery - Adisham,Photography,6,2,16,24,neutral
St Benedict's Monastery - Adisham,Pilgrimage,0,0,1,1,neutral
St Benedict's Monastery - Adisham,Relaxing,8,0,5,13,positive
St Benedict's Monastery - Adisham,Religious visit,2,0,0,2,positive
St Benedict's Monastery - Adisham,Scenic drive,1,0,1,2,positive
St Benedict's Monastery - Adisham,Shopping,11,1,22,34,neutral
St Benedict's Monastery - Adisham,Souvenir shopping,1,0,2,3,neutral
St Benedict's Monastery - Adisham,Tea factory visit,0,0,1,1,neutral
St Benedict's Monastery - Adisham,Tea plantation visit,0,0,1,1,neutral
St Benedict's Monastery - Adisham,Train ride,1,0,2,3,neutral
St Benedict's Monastery - Adisham,Trekking,1,0,1,2,positive
St Benedict's Monastery - Adisham,Viewpoint visit,2,0,0,2,positive
St Benedict's Monastery - Adisham,Waterfall visit,0,0,1,1,neutral
St Clair's Falls,Hiking,1,1,1,3,positive
St Clair's Falls,Museum visit,1,1,2,4,neutral
St Clair's Falls,Photography,44,1,12,57,positive
St Clair's Falls,Relaxing,7,0,1,8,positive
St Clair's Falls,Scenic drive,1,0,0,1,positive
St Clair's Falls,Shopping,3,0,5,8,neutral
St Clair's Falls,Souvenir shopping,0,0,2,2,neutral
St Clair's Falls,Sunrise watching,0,0,1,1,neutral
St Clair's Falls,Sunset watching,0,0,1,1,neutral
St Clair's Falls,Tea factory visit,1,0,0,1,positive
St Clair's Falls,Tea plantation visit,4,0,1,5,positive
St Clair's Falls,Tea tasting,2,0,0,2,positive
St Clair's Falls,Train ride,2,0,2,4,positive
St Clair's Falls,Trekking,0,0,2,2,neutral
St Clair's Falls,Viewpoint visit,15,0,19,34,neutral
St Clair's Falls,Waterfall visit,72,4,90,166,neutral
St Lucia's Cathedral,Boat ride,0,0,1,1,neutral
St Lucia's Cathedral,Meditation,1,0,0,1,positive
St Lucia's Cathedral,Photography,0,0,1,1,neutral
St Lucia's Cathedral,Relaxing,0,0,1,1,neutral
St Lucia's Cathedral,Religious visit,4,0,3,7,positive
St Lucia's Cathedral,Sightseeing,1,0,0,1,positive
St Lucia's Cathedral,Temple visit,0,0,1,1,neutral
St. Mary's Church,Fishing,1,0,3,4,neutral
St. Mary's Church,Fort visit,0,0,1,1,neutral
St. Mary's Church,Meditation,1,0,1,2,positive
St. Mary's Church,Photography,9,6,16,31,neutral
St. Mary's Church,Relaxing,7,0,1,8,positive
St. Mary's Church,Religious visit,115,6,112,233,positive
St. Mary's Church,Ruins exploration,0,0,1,1,neutral
St. Mary's Church,Shopping,4,0,5,9,neutral
Statue of Parakramabahu I,Ancient city visit,6,0,9,15,neutral
Statue of Parakramabahu I,Cycling,0,0,1,1,neutral
Statue of Parakramabahu I,Heritage exploration,2,0,0,2,positive
Statue of Parakramabahu I,Museum visit,1,0,1,2,positive
Statue of Parakramabahu I,Photography,4,0,3,7,positive
Statue of Parakramabahu I,Religious visit,0,0,1,1,neutral
Statue of Parakramabahu I,Ruins exploration,3,0,3,6,positive
Statue of Parakramabahu I,Scenic drive,0,0,2,2,neutral
Statue of Parakramabahu I,Sunrise watching,1,0,0,1,positive
Statue of Parakramabahu I,Sunset watching,1,0,0,1,positive
Statue of Parakramabahu I,Trekking,1,0,0,1,positive
Statue of Parakramabahu I,Waterfall visit,1,0,0,1,positive
Temple of the Sacred Tooth Relic,Ancient city visit,0,0,1,1,neutral
Temple of the Sacred Tooth Relic,Bird watching,0,0,1,1,neutral
Temple of the Sacred Tooth Relic,Cultural show,3,0,1,4,positive
Temple of the Sacred Tooth Relic,Diving,1,0,0,1,positive
Temple of the Sacred Tooth Relic,Elephant watching,0,0,1,1,neutral
Temple of the Sacred Tooth Relic,Heritage exploration,7,0,7,14,positive
Temple of the Sacred Tooth Relic,Hiking,0,0,2,2,neutral
Temple of the Sacred Tooth Relic,Meditation,1,0,5,6,neutral
Temple of the Sacred Tooth Relic,Museum visit,19,2,15,36,positive
Temple of the Sacred Tooth Relic,Photography,11,3,35,49,neutral
Temple of the Sacred Tooth Relic,Pilgrimage,2,2,16,20,neutral
Temple of the Sacred Tooth Relic,Relaxing,2,1,0,3,positive
Temple of the Sacred Tooth Relic,Religious visit,391,64,574,1029,neutral
Temple of the Sacred Tooth Relic,Ruins exploration,0,0,1,1,neutral
Temple of the Sacred Tooth Relic,Scenic drive,1,0,0,1,positive
Temple of the Sacred Tooth Relic,Shopping,3,1,5,9,neutral
Temple of the Sacred Tooth Relic,Sightseeing,1,0,2,3,neutral
Temple of the Sacred Tooth Relic,Souvenir shopping,2,0,2,4,positive
Temple of the Sacred Tooth Relic,Sunset watching,0,0,1,1,neutral
Temple of the Sacred Tooth Relic,Tea factory visit,1,0,1,2,positive
Temple of the Sacred Tooth Relic,Temple visit,391,64,574,1029,neutral
Temple of the Sacred Tooth Relic,Viewpoint visit,1,0,1,2,positive
Temple of the Sacred Tooth Relic,Yoga,0,0,2,2,neutral
Temple of the Sacred Tooth Relic,Ziplining,0,0,1,1,neutral
Trincomalee Beach,Ancient city visit,0,0,1,1,neutral
Trincomalee Beach,Beach walking,0,0,2,2,neutral
Trincomalee Beach,Boat ride,0,0,1,1,neutral
Trincomalee Beach,Diving,1,0,3,4,neutral
Trincomalee Beach,Dolphin watching,0,0,2,2,neutral
Trincomalee Beach,Fishing,1,0,2,3,neutral
Trincomalee Beach,Fort visit,0,0,1,1,neutral
Trincomalee Beach,Museum visit,1,0,0,1,positive
Trincomalee Beach,Photography,1,0,1,2,positive
Trincomalee Beach,Relaxing,8,0,3,11,positive
Trincomalee Beach,Ruins exploration,0,0,1,1,neutral
Trincomalee Beach,Safari,0,0,1,1,neutral
Trincomalee Beach,Scuba diving,0,0,2,2,neutral
Trincomalee Beach,Sea bathing,2,0,1,3,positive
Trincomalee Beach,Snorkelling,4,0,5,9,neutral
Trincomalee Beach,Street food tasting,1,0,0,1,positive
Trincomalee Beach,Sunbathing,1,0,0,1,positive
Trincomalee Beach,Sunrise watching,1,0,0,1,positive
Trincomalee Beach,Sunset watching,3,0,0,3,positive
Trincomalee Beach,Surfing,0,0,2,2,neutral
Trincomalee Beach,Swimming,5,1,5,11,positive
Trincomalee Beach,Temple visit,3,0,4,7,neutral
Trincomalee Beach,Whale watching,0,0,1,1,neutral
Trincomalee War Cemetery,Diving,0,0,2,2,neutral
Trincomalee War Cemetery,Fort visit,0,0,1,1,neutral
Trincomalee War Cemetery,Heritage exploration,1,0,2,3,neutral
Trincomalee War Cemetery,Photography,6,1,6,13,positive
Trincomalee War Cemetery,Relaxing,1,0,1,2,positive
Trincomalee War Cemetery,Shopping,1,0,0,1,positive
Trincomalee War Cemetery,Sunset watching,1,0,0,1,positive
Trincomalee War Cemetery,Temple visit,1,0,0,1,positive
Trincomalee War Cemetery,Waterfall visit,3,0,3,6,positive
Turtle Conservation Project Turtle Watch,Beach relaxing,1,0,0,1,positive
Turtle Conservation Project Turtle Watch,Beach walking,1,4,16,21,neutral
Turtle Conservation Project Turtle Watch,Bird watching,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Camping,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Cycling,1,2,0,3,negative
Turtle Conservation Project Turtle Watch,Fishing,0,0,2,2,neutral
Turtle Conservation Project Turtle Watch,Hiking,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Museum visit,2,0,0,2,positive
Turtle Conservation Project Turtle Watch,Photography,16,16,60,92,neutral
Turtle Conservation Project Turtle Watch,Relaxing,3,1,1,5,positive
Turtle Conservation Project Turtle Watch,Safari,0,0,3,3,neutral
Turtle Conservation Project Turtle Watch,Seafood tasting,1,0,0,1,positive
Turtle Conservation Project Turtle Watch,Shopping,1,1,0,2,positive
Turtle Conservation Project Turtle Watch,Snorkelling,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Spa treatment,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Sunbathing,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Surfing,3,2,2,7,positive
Turtle Conservation Project Turtle Watch,Swimming,0,1,6,7,neutral
Turtle Conservation Project Turtle Watch,Trekking,2,0,3,5,neutral
Turtle Conservation Project Turtle Watch,Turtle watching,26,7,62,95,neutral
Turtle Conservation Project Turtle Watch,Viewpoint visit,0,0,1,1,neutral
Turtle Conservation Project Turtle Watch,Waterfall visit,1,0,1,2,positive
Turtle Conservation Project Turtle Watch,Whale watching,0,0,2,2,neutral
Twin Baths (Kuttam Pokuna),Ancient city visit,13,1,21,35,neutral
Twin Baths (Kuttam Pokuna),Cycling,0,0,3,3,neutral
Twin Baths (Kuttam Pokuna),Heritage exploration,3,0,2,5,positive
Twin Baths (Kuttam Pokuna),Meditation,0,0,1,1,neutral
Twin Baths (Kuttam Pokuna),Photography,11,1,14,26,neutral
Twin Baths (Kuttam Pokuna),Picnic,1,0,0,1,positive
Twin Baths (Kuttam Pokuna),Pilgrimage,0,0,3,3,neutral
Twin Baths (Kuttam Pokuna),Relaxing,2,0,1,3,positive
Twin Baths (Kuttam Pokuna),Religious visit,2,0,1,3,positive
Twin Baths (Kuttam Pokuna),Ruins exploration,3,0,1,4,positive
Twin Baths (Kuttam Pokuna),Shopping,2,0,3,5,neutral
Twin Baths (Kuttam Pokuna),Sightseeing,0,0,1,1,neutral
Twin Baths (Kuttam Pokuna),Souvenir shopping,2,1,4,7,neutral
Twin Baths (Kuttam Pokuna),Swimming,4,0,19,23,neutral
Twin Baths (Kuttam Pokuna),Temple visit,3,0,2,5,positive
Udawalawe National Park,Bird watching,2,0,2,4,positive
Udawalawe National Park,Camping,2,0,3,5,neutral
Udawalawe National Park,Elephant watching,29,2,33,64,neutral
Udawalawe National Park,Jeep safari,8,1,13,22,neutral
Udawalawe National Park,Leopard watching,0,0,2,2,neutral
Udawalawe National Park,Museum visit,1,0,0,1,positive
Udawalawe National Park,Photography,35,1,17,53,positive
Udawalawe National Park,Picnic,1,0,0,1,positive
Udawalawe National Park,Relaxing,5,0,4,9,positive
Udawalawe National Park,Ruins exploration,1,0,0,1,positive
Udawalawe National Park,Safari,485,8,275,768,positive
Udawalawe National Park,Scenic drive,1,1,1,3,positive
Udawalawe National Park,Sightseeing,2,0,0,2,positive
Udawalawe National Park,Souvenir shopping,1,0,0,1,positive
Udawalawe National Park,Sunbathing,0,0,1,1,neutral
Udawalawe National Park,Sunrise watching,7,0,6,13,positive
Udawalawe National Park,Sunset watching,1,0,1,2,positive
Udawalawe National Park,Swimming,0,0,1,1,neutral
Udawalawe National Park,Trekking,0,0,1,1,neutral
Udawalawe National Park,Waterfall visit,0,0,1,1,neutral
Udawalawe National Park,Wildlife watching,15,0,13,28,positive
Unawatuna Beach,Beach walking,2,0,0,2,positive
Unawatuna Beach,Boat ride,2,0,2,4,positive
Unawatuna Beach,Diving,5,0,6,11,neutral
Unawatuna Beach,Fishing,1,0,0,1,positive
Unawatuna Beach,Fort visit,0,1,0,1,negative
Unawatuna Beach,Local food tasting,1,0,0,1,positive
Unawatuna Beach,Paddle boarding,2,0,1,3,positive
Unawatuna Beach,Photography,0,0,4,4,neutral
Unawatuna Beach,Relaxing,24,1,6,31,positive
Unawatuna Beach,Scuba diving,1,0,0,1,positive
Unawatuna Beach,Sea bathing,3,0,0,3,positive
Unawatuna Beach,Seafood tasting,3,0,0,3,positive
Unawatuna Beach,Shopping,7,0,5,12,positive
Unawatuna Beach,Sightseeing,1,0,0,1,positive
Unawatuna Beach,Snorkelling,5,0,7,12,neutral
Unawatuna Beach,Souvenir shopping,1,0,0,1,positive
Unawatuna Beach,Spa treatment,0,0,1,1,neutral
Unawatuna Beach,Sunbathing,0,0,2,2,neutral
Unawatuna Beach,Sunset watching,5,0,2,7,positive
Unawatuna Beach,Surfing,4,2,3,9,positive
Unawatuna Beach,Swimming,27,3,27,57,positive
Unawatuna Beach,Temple visit,2,0,1,3,positive
Uppuveli Beach,Beach relaxing,0,1,0,1,negative
Uppuveli Beach,Beach walking,2,0,0,2,positive
Uppuveli Beach,Boat ride,1,0,0,1,positive
Uppuveli Beach,Diving,2,2,5,9,neutral
Uppuveli Beach,Dolphin watching,1,0,1,2,positive
Uppuveli Beach,Fishing,2,1,12,15,neutral
Uppuveli Beach,Fort visit,2,0,0,2,positive
Uppuveli Beach,Hiking,1,0,0,1,positive
Uppuveli Beach,Local food tasting,1,0,0,1,positive
Uppuveli Beach,Museum visit,1,0,0,1,positive
Uppuveli Beach,Photography,1,1,0,2,positive
Uppuveli Beach,Relaxing,16,1,8,25,positive
Uppuveli Beach,Scuba diving,0,0,2,2,neutral
Uppuveli Beach,Sea bathing,0,0,1,1,neutral
Uppuveli Beach,Seafood tasting,2,0,0,2,positive
Uppuveli Beach,Shopping,1,0,0,1,positive
Uppuveli Beach,Snorkelling,1,1,4,6,neutral
Uppuveli Beach,Spa treatment,0,0,1,1,neutral
Uppuveli Beach,Sunbathing,1,0,0,1,positive
Uppuveli Beach,Sunrise watching,1,0,0,1,positive
Uppuveli Beach,Sunset watching,0,0,1,1,neutral
Uppuveli Beach,Surfing,1,0,0,1,positive
Uppuveli Beach,Swimming,12,3,6,21,positive
Uppuveli Beach,Temple visit,4,0,0,4,positive
Uppuveli Beach,Whale watching,1,0,2,3,neutral
Victoria Park of Nuwara Eliya,Bird watching,7,0,8,15,neutral
Victoria Park of Nuwara Eliya,Hiking,1,0,2,3,neutral
Victoria Park of Nuwara Eliya,Museum visit,3,0,2,5,positive
Victoria Park of Nuwara Eliya,Nature walk,0,0,1,1,neutral
Victoria Park of Nuwara Eliya,Photography,19,1,15,35,positive
Victoria Park of Nuwara Eliya,Picnic,11,0,8,19,positive
Victoria Park of Nuwara Eliya,Relaxing,81,1,22,104,positive
Victoria Park of Nuwara Eliya,Ruins exploration,0,0,1,1,neutral
Victoria Park of Nuwara Eliya,Safari,0,0,1,1,neutral
Victoria Park of Nuwara Eliya,Shopping,3,1,5,9,neutral
Victoria Park of Nuwara Eliya,Train ride,3,0,2,5,positive
Victoria Park of Nuwara Eliya,Trekking,0,0,1,1,neutral
Victoria Park of Nuwara Eliya,Village tour,0,0,1,1,neutral
Victoria Park of Nuwara Eliya,Waterfall visit,1,0,0,1,positive
Viharamahadevi Park,Bird watching,1,0,0,1,positive
Viharamahadevi Park,Boat ride,3,0,2,5,positive
Viharamahadevi Park,Camping,1,0,2,3,neutral
Viharamahadevi Park,Cultural show,0,0,1,1,neutral
Viharamahadevi Park,Cycling,10,0,20,30,neutral
Viharamahadevi Park,Local food tasting,0,0,1,1,neutral
Viharamahadevi Park,Meditation,2,0,0,2,positive
Viharamahadevi Park,Museum visit,5,1,7,13,neutral
Viharamahadevi Park,Photography,10,1,17,28,neutral
Viharamahadevi Park,Picnic,18,0,10,28,positive
Viharamahadevi Park,Relaxing,112,1,52,165,positive
Viharamahadevi Park,Religious visit,9,0,4,13,positive
Viharamahadevi Park,Shopping,7,0,10,17,neutral
Viharamahadevi Park,Sightseeing,3,1,1,5,positive
Viharamahadevi Park,Sunrise watching,0,0,1,1,neutral
Viharamahadevi Park,Sunset watching,2,0,0,2,positive
Viharamahadevi Park,Swimming,1,0,1,2,positive
Viharamahadevi Park,Temple visit,2,0,9,11,neutral
Viharamahadevi Park,Train ride,2,0,1,3,positive
Viharamahadevi Park,Viewpoint visit,0,0,1,1,neutral
Viharamahadevi Park,Waterfall visit,0,0,2,2,neutral
Visit Kanneliya Rain Forest,Bird watching,1,1,0,2,positive
Visit Kanneliya Rain Forest,Camping,0,0,1,1,neutral
Visit Kanneliya Rain Forest,Cycling,0,0,1,1,neutral
Visit Kanneliya Rain Forest,Forest walk,0,0,2,2,neutral
Visit Kanneliya Rain Forest,Hiking,8,2,11,21,neutral
Visit Kanneliya Rain Forest,Local food tasting,0,0,1,1,neutral
Visit Kanneliya Rain Forest,Meditation,1,0,0,1,positive
Visit Kanneliya Rain Forest,Photography,1,0,0,1,positive
Visit Kanneliya Rain Forest,Picnic,0,0,1,1,neutral
Visit Kanneliya Rain Forest,Relaxing,4,0,0,4,positive
Visit Kanneliya Rain Forest,Shopping,0,0,2,2,neutral
Visit Kanneliya Rain Forest,Swimming,1,0,2,3,neutral
Visit Kanneliya Rain Forest,Trekking,4,2,8,14,neutral
Visit Kanneliya Rain Forest,Waterfall bathing,0,0,1,1,neutral
Visit Kanneliya Rain Forest,Waterfall visit,6,1,12,19,neutral
Visit Kanneliya Rain Forest,Wildlife watching,1,0,0,1,positive
Wasgamuwa National Park,Ancient city visit,1,0,0,1,positive
Wasgamuwa National Park,Camping,3,0,7,10,neutral
Wasgamuwa National Park,Elephant watching,7,0,12,19,neutral
Wasgamuwa National Park,Fort visit,0,0,1,1,neutral
Wasgamuwa National Park,Jeep safari,2,0,8,10,neutral
Wasgamuwa National Park,Photography,1,0,3,4,neutral
Wasgamuwa National Park,Relaxing,5,0,2,7,positive
Wasgamuwa National Park,Safari,19,3,23,45,neutral
Wasgamuwa National Park,Scenic drive,0,0,1,1,neutral
Wasgamuwa National Park,Shopping,0,0,1,1,neutral
Wasgamuwa National Park,Sunrise watching,1,0,0,1,positive
Wasgamuwa National Park,Swimming,1,0,0,1,positive
Wasgamuwa National Park,Trekking,0,0,2,2,neutral
Weherahena Buddhist Temple,Diving,0,0,1,1,neutral
Weherahena Buddhist Temple,Museum visit,0,0,1,1,neutral
Weherahena Buddhist Temple,Photography,4,0,4,8,positive
Weherahena Buddhist Temple,Pilgrimage,0,0,1,1,neutral
Weherahena Buddhist Temple,Relaxing,2,0,1,3,positive
Weherahena Buddhist Temple,Religious visit,10,1,7,18,positive
Weherahena Buddhist Temple,Safari,0,1,0,1,negative
Weherahena Buddhist Temple,Shopping,0,0,1,1,neutral
Weherahena Buddhist Temple,Tea plantation visit,0,1,1,2,negative
Weherahena Buddhist Temple,Temple visit,53,7,52,112,positive
Weherahena Buddhist Temple,Whale watching,0,0,1,1,neutral
Weligama Beach,Beach relaxing,0,0,1,1,neutral
Weligama Beach,Beach walking,2,0,0,2,positive
Weligama Beach,Camping,3,0,3,6,positive
Weligama Beach,Fishing,3,1,11,15,neutral
Weligama Beach,Fort visit,0,0,1,1,neutral
Weligama Beach,Photography,3,0,2,5,positive
Weligama Beach,Relaxing,20,0,7,27,positive
Weligama Beach,Safari,0,0,1,1,neutral
Weligama Beach,Sea bathing,0,0,1,1,neutral
Weligama Beach,Seafood tasting,3,0,1,4,positive
Weligama Beach,Shopping,2,1,9,12,neutral
Weligama Beach,Snorkelling,3,0,1,4,positive
Weligama Beach,Spa treatment,1,0,1,2,positive
Weligama Beach,Sunbathing,2,0,0,2,positive
Weligama Beach,Sunrise watching,0,0,1,1,neutral
Weligama Beach,Sunset watching,14,0,1,15,positive
Weligama Beach,Surfing,123,3,118,244,positive
Weligama Beach,Swimming,26,2,14,42,positive
Weligama Beach,Whale watching,0,0,2,2,neutral
Weligama Beach,Wind surfing,1,0,0,1,positive
Weligama Beach,Yoga,0,0,1,1,neutral
Wewurukannala Vihara,Elephant watching,1,0,1,2,positive
Wewurukannala Vihara,Meditation,1,0,1,2,positive
Wewurukannala Vihara,Museum visit,0,1,2,3,neutral
Wewurukannala Vihara,Photography,1,1,11,13,neutral
Wewurukannala Vihara,Relaxing,2,0,0,2,positive
Wewurukannala Vihara,Religious visit,10,2,8,20,positive
Wewurukannala Vihara,Ruins exploration,0,0,1,1,neutral
Wewurukannala Vihara,Shopping,0,0,1,1,neutral
Wewurukannala Vihara,Temple visit,66,13,100,179,neutral
Whale Watching in Mirissa,Ayurveda wellness,1,0,0,1,positive
Whale Watching in Mirissa,Boat ride,7,0,0,7,positive
Whale Watching in Mirissa,Diving,0,0,3,3,neutral
Whale Watching in Mirissa,Dolphin watching,1,0,3,4,neutral
Whale Watching in Mirissa,Fishing,0,0,4,4,neutral
Whale Watching in Mirissa,Photography,5,0,5,10,positive
Whale Watching in Mirissa,Relaxing,0,0,2,2,neutral
Whale Watching in Mirissa,Safari,0,0,1,1,neutral
Whale Watching in Mirissa,Shopping,1,0,1,2,positive
Whale Watching in Mirissa,Surfing,1,0,0,1,positive
Whale Watching in Mirissa,Swimming,2,0,5,7,neutral
Whale Watching in Mirissa,Turtle watching,0,0,2,2,neutral
Whale Watching in Mirissa,Whale watching,42,2,37,81,positive
Wilpattu National Park,Ancient city visit,3,0,7,10,neutral
Wilpattu National Park,Bird watching,5,1,0,6,positive
Wilpattu National Park,Boat ride,0,0,1,1,neutral
Wilpattu National Park,Camping,3,0,8,11,neutral
Wilpattu National Park,Cycling,0,0,1,1,neutral
Wilpattu National Park,Diving,0,0,1,1,neutral
Wilpattu National Park,Elephant watching,7,2,12,21,neutral
Wilpattu National Park,Fishing,0,0,4,4,neutral
Wilpattu National Park,Hiking,1,0,0,1,positive
Wilpattu National Park,Jeep safari,7,0,32,39,neutral
Wilpattu National Park,Leopard watching,12,2,20,34,neutral
Wilpattu National Park,Photography,16,2,22,40,neutral
Wilpattu National Park,Picnic,2,1,6,9,neutral
Wilpattu National Park,Relaxing,9,0,4,13,positive
Wilpattu National Park,Ruins exploration,1,0,3,4,neutral
Wilpattu National Park,Safari,117,27,214,358,neutral
