,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Muthurajawela Marsh,99.58,175.18,159.08,107.49,198.29,11.75,334.46,117.24,189.06,191.26,294.87,32.36,100.78,242.12,95.15,92.74,237.4,395.31,109.1,171.67,26.78,28.75,173.4,130.98,33.77,224.74,127.14,215.73,32.2,184.89,228.23,147.22,327.15,176.74,224.18,101.86,241.75,293.09,197.25,147.22,28.6,29.91,147.46,155.25,27.99,146.36,206.17,154.64,160.91,154.94,15.73,136.42,196.24,177.66,199.07,157.2,28.79,170.88,375.54,375.14,25.95,145.72,171.95,168.07,158.25,227.62,76.85,99.95,117.71,117.43,237.47,278.85,182.68,392.77,26.56,197.0,283.96,149.79,156.79,109.47,378.21,106.01,214.21,223.28,171.69,156.94,280.66,125.31,267.98,116.94,261.67,237.96,176.02,190.85,167.77,170.71,158.49,173.04,37.29,202.82,0.0,408.57,126.69,372.9,15.34,13.27,374.65,248.9,223.15,27.52,268.84,157.59,26.46,152.03,165.25,79.0,152.94,178.25,197.51,135.16,197.91,222.91,80.17,93.69,174.2,101.39,173.15,174.61,205.15,156.81,147.9,28.24,134.86,254.84,149.3,154.0,152.95,294.03,221.1,136.08,202.79,131.42,25.04,25.15,198.64,117.01,240.5,240.13,215.27,168.7,194.8,146.61,239.61,153.84,27.71,152.97,160.4,181.6,166.1,198.01,179.92,222.82,25.14,311.53,115.58
Nagadipa Purana Vihara,409.62,232.63,429.77,373.33,314.81,409.24,521.53,348.5,481.8,484.2,411.39,436.13,487.11,429.06,443.87,479.07,482.13,53.5,355.32,558.0,430.55,432.52,231.1,279.08,437.54,439.94,412.39,485.81,430.25,571.22,422.39,533.55,86.73,518.99,449.26,361.4,270.39,468.77,313.77,533.55,432.37,433.68,533.79,420.96,431.76,444.35,592.5,422.04,428.3,541.27,405.54,522.75,582.57,448.35,585.4,273.72,432.57,233.27,33.1,33.93,429.72,532.05,233.83,554.4,544.58,613.95,463.18,486.28,348.96,348.69,259.3,517.62,299.2,52.54,419.65,313.52,546.85,369.66,543.12,495.8,565.28,417.38,465.19,448.35,233.57,422.12,510.19,511.64,384.5,459.19,472.86,278.03,562.35,217.94,284.29,557.04,425.89,234.26,441.06,589.15,408.76,0.0,302.1,36.61,413.63,411.56,49.53,272.71,448.22,431.29,385.36,422.63,430.23,282.57,430.3,355.52,342.8,564.58,314.03,281.01,314.43,447.98,466.5,327.09,267.88,352.82,231.39,231.6,321.66,543.14,534.23,432.01,521.19,303.01,283.37,420.65,501.19,528.55,337.61,434.07,465.14,418.01,428.81,428.92,315.15,348.27,266.78,266.39,601.6,234.84,537.05,532.94,267.12,419.75,431.48,539.3,306.25,567.93,552.43,584.34,566.25,215.56,428.92,546.05,303.99
Nalanda Gedige,110.32,92.8,130.48,74.04,91.76,127.27,230.77,49.2,182.51,170.31,188.34,154.17,205.14,150.51,161.9,197.1,203.58,288.77,56.02,276.04,148.59,150.56,91.26,23.97,155.58,161.4,113.1,194.87,148.28,289.26,143.85,251.58,220.62,237.03,170.71,62.11,135.22,198.04,90.72,251.58,150.41,151.72,251.83,121.66,149.8,145.06,310.53,122.74,129.01,259.3,123.57,240.78,300.61,149.06,303.44,50.67,150.6,90.33,269.01,268.61,147.75,250.09,90.88,272.43,262.62,331.99,181.22,204.31,49.67,49.39,130.94,239.08,76.15,286.24,137.69,90.47,268.3,70.36,261.16,213.83,274.52,118.08,180.8,169.81,90.63,122.82,231.64,229.68,161.45,177.23,194.32,131.43,280.39,84.32,61.24,275.08,126.6,87.02,159.09,307.19,126.8,302.04,0.0,266.37,131.67,129.59,268.12,142.37,169.68,149.32,162.31,123.34,148.27,45.49,131.0,69.07,51.05,282.62,90.98,26.76,91.38,169.44,184.53,35.54,67.66,53.52,92.08,91.77,98.61,261.18,252.27,150.04,239.23,148.3,42.76,121.36,219.22,250.01,114.57,134.78,164.34,118.71,146.85,146.96,92.11,48.98,133.96,133.6,319.63,91.32,255.09,250.97,133.08,120.45,149.52,257.34,52.0,285.96,270.46,302.37,284.28,153.93,146.95,267.51,62.4
Nallur Kandaswamy Kovil Festival,373.88,196.89,394.03,337.59,279.07,373.5,485.79,312.76,446.06,448.46,375.65,400.39,451.37,393.32,408.13,443.33,446.39,22.12,319.58,522.26,394.81,396.78,195.35,243.34,401.8,404.2,376.65,450.07,394.51,535.48,386.65,497.81,50.99,483.25,413.52,325.66,234.65,433.03,278.03,497.81,396.63,397.94,498.05,385.22,396.02,408.61,556.76,386.3,392.56,505.53,369.8,487.01,546.83,412.61,549.66,237.98,396.82,197.53,3.5,2.8,393.98,496.31,198.08,518.66,508.84,578.21,427.44,450.53,313.22,312.95,223.56,481.88,263.46,19.87,383.91,277.78,511.11,333.92,507.38,460.06,529.54,381.64,429.45,412.61,197.83,386.38,474.45,475.9,348.76,423.45,437.12,242.29,526.61,182.2,248.55,521.3,390.15,198.52,405.32,553.41,373.02,36.53,266.36,0.0,377.89,375.82,12.93,236.97,412.48,395.55,349.62,386.89,394.49,246.83,394.56,319.78,307.06,528.84,278.29,245.27,278.69,412.24,430.76,291.35,232.14,317.08,195.65,195.86,285.92,507.4,498.49,396.27,485.45,267.27,247.63,384.91,465.45,492.81,301.87,398.33,429.4,382.27,393.07,393.18,279.41,312.53,231.04,230.65,565.86,199.09,501.31,497.2,231.38,384.01,395.74,503.56,270.51,532.19,516.69,548.6,530.51,179.82,393.17,510.31,268.25
Negombo Beach,107.5,169.57,166.99,111.7,203.8,4.47,347.58,122.74,202.17,204.37,300.38,45.47,113.89,255.23,108.26,105.85,250.51,380.73,113.3,184.78,39.89,41.86,167.79,136.49,46.88,237.85,135.05,228.85,45.31,198.0,233.74,160.33,312.58,189.86,237.29,106.06,247.25,298.59,202.76,160.33,41.71,43.02,160.57,163.17,41.11,154.28,219.28,162.55,168.82,168.05,28.02,149.53,209.36,185.57,212.18,162.71,41.91,166.7,360.96,360.57,39.06,158.84,167.76,181.18,171.36,240.74,89.97,113.06,123.21,122.93,242.98,291.96,188.19,378.19,39.67,202.51,297.08,155.3,169.91,122.58,391.33,113.93,227.33,236.39,167.51,164.85,293.77,138.43,273.49,130.06,274.78,243.47,189.14,196.35,173.27,183.83,166.41,168.86,50.4,215.94,14.55,393.99,132.2,358.33,0.0,4.17,360.07,254.4,236.26,40.63,274.35,165.5,39.57,157.53,173.17,83.21,158.45,191.36,203.02,140.66,203.42,236.02,93.28,99.19,179.7,105.6,167.54,169.0,210.65,169.93,161.02,41.35,147.98,260.34,154.8,161.92,166.07,307.14,226.6,143.99,215.9,139.33,38.15,38.27,204.14,122.52,246.0,245.63,228.38,167.92,207.92,159.72,245.11,161.75,40.83,166.08,165.9,194.71,179.21,211.12,193.03,208.19,38.26,324.64,115.99
Negombo Fish Market,105.44,173.71,164.93,109.63,201.73,2.98,345.51,120.68,200.11,202.31,298.31,43.41,111.83,253.17,106.2,103.79,248.45,398.75,111.24,182.72,37.83,39.8,171.94,134.42,44.82,235.79,132.99,226.78,43.25,195.94,231.67,158.27,330.59,187.79,235.23,104.0,245.19,296.53,200.69,158.27,39.65,40.96,158.51,161.11,39.04,152.21,217.22,160.49,166.76,165.99,25.96,147.47,207.29,183.51,210.12,160.64,39.84,170.84,378.98,378.58,37.0,156.77,171.91,179.12,169.3,238.67,87.9,111.0,121.15,120.87,240.91,289.9,186.12,396.21,37.61,200.44,295.01,153.23,167.84,120.52,389.26,111.86,225.26,234.33,171.66,162.79,291.71,136.36,271.42,127.99,272.72,241.4,187.08,194.29,171.21,181.76,164.34,173.0,48.34,213.87,12.49,412.01,130.13,376.35,4.32,0.0,378.09,252.34,234.2,38.57,272.28,163.44,37.51,155.47,171.11,81.14,156.38,189.3,200.95,138.6,201.35,233.96,91.22,97.13,177.64,103.54,171.68,173.15,208.59,167.86,158.95,39.29,145.91,258.28,152.74,159.85,164.0,305.08,224.54,141.93,213.84,137.27,36.09,36.2,202.08,120.45,243.94,243.57,226.32,172.06,205.85,157.66,243.05,159.69,38.76,164.02,163.84,192.65,177.15,209.06,190.97,212.33,36.19,322.58,120.14
Nilavarai Bottomless Well,375.63,198.64,395.78,339.34,280.82,375.25,487.54,314.5,447.81,450.21,377.4,402.14,453.12,395.07,409.88,445.07,448.14,28.73,321.33,524.01,396.56,398.53,197.1,245.09,403.55,405.95,378.4,451.81,396.26,537.23,388.4,499.56,47.49,485.0,415.27,327.41,236.4,434.78,279.78,499.56,398.38,399.69,499.8,386.96,397.77,410.36,558.51,388.04,394.31,507.28,371.55,488.76,548.58,414.36,551.41,239.73,398.57,199.28,16.43,15.72,395.73,498.06,199.83,520.41,510.59,579.96,429.19,452.28,314.97,314.7,225.3,483.63,265.21,13.7,385.66,279.53,512.86,335.67,509.13,461.81,531.29,383.39,431.2,414.36,199.58,388.13,476.2,477.65,350.51,425.2,438.87,244.04,528.36,183.95,250.29,523.05,391.9,200.27,407.07,555.16,374.77,49.46,268.11,12.93,379.64,377.57,0.0,238.72,414.23,397.3,351.37,388.64,396.24,248.58,396.31,321.53,308.81,530.59,280.04,247.02,280.44,413.99,432.51,293.1,233.89,318.83,197.4,197.61,287.67,509.15,500.24,398.02,487.2,269.02,249.38,386.66,467.2,494.56,303.62,400.08,431.15,384.02,394.82,394.93,281.16,314.28,232.79,232.4,567.61,200.84,503.06,498.95,233.13,385.76,397.49,505.31,272.25,533.94,518.44,550.35,532.26,186.98,394.92,512.06,270.0
Nilaveli Beach,249.87,112.25,270.02,213.58,116.64,249.49,258.87,188.75,322.06,324.45,148.73,276.38,327.36,269.31,284.12,319.32,306.37,259.37,195.57,398.25,270.8,272.77,110.71,119.33,277.79,280.19,252.64,310.66,270.5,411.47,262.64,373.8,191.22,359.25,289.51,201.65,18.65,235.3,115.6,373.8,272.62,273.93,374.04,261.21,272.01,284.6,432.75,262.29,268.55,381.52,245.79,363.0,422.82,288.6,425.65,91.74,272.82,112.89,239.61,239.21,269.97,372.3,113.44,394.65,384.83,454.2,303.43,326.53,189.21,188.94,13.41,332.0,91.96,256.84,259.9,115.35,355.24,209.91,383.37,336.05,302.62,257.63,305.44,288.6,113.19,262.37,334.43,351.89,186.33,299.44,287.24,29.03,402.61,97.42,107.5,397.29,266.14,113.88,281.31,429.4,249.01,272.63,142.35,236.97,253.88,251.81,238.71,0.0,288.47,271.54,122.7,262.88,270.48,105.79,270.55,195.77,183.05,404.83,115.86,121.26,116.26,288.23,306.75,167.34,113.99,193.07,111.01,111.22,123.49,383.39,374.48,272.26,361.44,54.01,106.59,260.9,341.44,342.93,117.68,274.32,305.39,258.26,269.06,269.17,116.98,188.52,12.08,11.05,441.85,114.45,377.3,373.19,13.72,260.0,271.74,379.55,146.5,408.18,392.68,424.59,406.5,173.17,269.17,360.43,171.05
Nine Arches Bridge,121.06,237.2,61.82,119.31,165.65,232.09,135.19,136.34,70.64,46.54,170.17,193.02,212.33,26.7,128.02,185.94,38.13,433.18,143.01,178.45,201.68,196.24,235.67,169.88,190.75,9.32,85.92,41.81,196.01,167.06,26.49,201.27,365.03,102.1,5.26,122.24,279.62,131.59,169.48,201.27,198.6,198.02,201.51,58.72,197.42,115.66,142.68,57.1,50.82,185.2,195.24,221.69,153.06,50.98,149.62,195.08,195.67,234.73,413.42,413.02,207.76,199.78,235.29,180.46,186.97,131.52,187.2,211.5,135.66,135.93,275.35,96.09,205.3,430.65,199.58,169.23,102.85,150.34,187.06,243.47,178.94,124.06,27.53,1.92,235.04,61.93,66.19,234.23,112.81,116.22,62.4,269.11,170.68,228.73,205.65,179.19,58.21,231.42,191.06,136.98,223.53,446.44,167.96,410.78,235.68,233.61,412.52,286.78,0.0,199.5,179.82,62.58,202.1,189.9,70.24,150.14,139.4,172.91,166.77,165.5,168.05,1.63,190.52,182.62,212.07,126.82,236.49,236.18,170.21,191.37,201.96,197.53,223.29,240.97,187.17,59.57,137.55,107.02,198.88,113.19,27.47,82.63,206.86,206.97,166.63,134.82,278.37,278.0,140.03,235.73,102.83,200.66,277.49,59.41,197.36,214.98,144.66,163.76,178.5,151.06,174.57,298.34,206.96,124.52,229.13
Old Parliament Building,103.14,198.65,162.63,115.89,217.13,37.07,310.56,115.08,165.16,167.36,313.71,11.07,76.87,218.21,79.66,68.83,213.49,414.14,117.49,147.77,2.91,3.98,196.87,149.82,9.98,200.83,130.69,191.83,10.91,160.99,218.0,123.31,345.99,152.84,200.28,110.25,260.58,292.41,216.09,123.31,1.19,2.5,123.56,158.81,2.88,149.92,182.26,158.19,164.46,131.03,30.61,112.51,172.34,181.21,175.17,176.03,5.32,194.36,394.38,393.98,1.92,121.82,195.42,144.16,134.35,203.72,42.23,76.04,116.41,116.13,256.31,254.94,201.52,411.6,10.74,215.84,260.06,155.44,132.89,85.56,354.31,109.57,190.31,199.37,195.17,160.49,256.76,101.41,286.82,93.04,237.76,256.8,152.12,209.68,186.6,146.81,162.05,196.52,11.97,178.92,28.52,427.4,145.53,391.74,40.67,38.59,393.48,267.73,199.24,0.0,287.68,161.14,2.38,170.86,168.81,87.4,171.78,154.35,216.35,153.99,216.75,199.0,45.54,112.52,193.03,109.79,196.62,198.09,223.98,132.91,124.0,2.99,110.96,273.67,168.13,157.56,129.05,270.12,239.93,139.63,178.88,134.97,3.64,3.09,217.47,116.15,259.33,258.96,191.36,192.18,170.9,122.7,258.44,157.39,3.76,129.07,179.23,157.69,142.19,174.1,156.01,248.15,2.68,287.62,139.06
Pasikudah Beach,269.69,175.97,227.78,233.41,70.74,269.31,145.61,208.57,249.57,225.46,35.47,296.21,347.18,187.01,303.94,339.14,193.11,371.94,215.39,333.44,290.63,292.6,174.43,139.16,297.62,180.87,251.88,197.4,290.32,322.04,174.72,356.25,303.79,257.08,184.18,221.48,113.67,122.04,74.57,356.25,292.45,293.76,356.5,206.79,291.84,295.13,297.67,223.06,216.78,340.19,265.61,376.67,308.05,229.9,304.61,116.82,292.64,173.5,352.18,351.78,289.8,354.76,174.05,335.45,341.96,286.5,323.26,346.35,209.04,208.76,112.81,218.74,110.39,369.41,279.73,74.32,241.98,204.41,342.04,355.88,189.37,277.45,206.45,179.79,173.8,205.85,221.17,371.72,103.3,295.14,173.98,98.73,325.67,167.49,110.6,334.17,224.17,170.19,301.13,291.97,268.84,385.21,162.18,349.54,273.71,271.63,351.29,123.1,179.84,291.36,0.0,203.57,290.31,123.38,204.29,215.6,156.13,327.89,71.86,141.08,73.15,179.51,326.57,187.17,133.82,212.89,175.25,174.94,75.3,346.36,356.94,292.08,381.27,70.58,124.18,208.09,316.47,229.67,103.97,292.66,206.39,248.6,288.89,289.0,71.72,208.35,112.42,112.05,295.01,174.49,257.82,355.64,111.54,207.19,291.56,369.96,116.01,318.75,333.48,306.05,329.56,237.1,288.99,247.17,190.88
Pedro Tea Factory,66.92,213.31,13.81,62.83,178.38,161.16,187.87,75.62,95.3,53.64,187.73,157.58,213.13,56.82,144.7,205.09,96.46,409.29,78.03,236.78,159.56,161.38,211.78,144.49,162.73,62.54,31.78,77.63,156.3,225.39,62.72,259.6,341.14,138.74,63.59,65.75,255.73,168.37,182.21,259.6,163.65,161.71,259.85,3.79,159.91,75.03,201.01,5.49,11.76,243.53,144.55,248.77,211.39,32.39,207.95,171.19,160.69,210.84,389.53,389.13,160.99,258.11,211.4,238.8,245.31,189.85,189.21,212.3,76.95,76.67,251.46,154.42,196.67,406.76,152.81,181.96,161.18,115.98,245.39,221.82,231.62,69.92,63.55,62.68,211.15,2.85,124.52,237.67,125.54,140.88,120.73,251.95,229.01,204.84,181.76,237.52,6.89,207.53,163.75,195.31,158.2,422.55,123.32,386.89,165.55,163.48,388.63,262.88,62.55,162.56,197.38,0.0,159.77,166.01,8.24,93.65,128.87,231.24,179.5,147.28,180.79,62.31,192.52,117.38,188.18,70.33,212.6,212.28,182.94,249.7,260.29,160.15,247.22,258.53,163.28,5.1,162.2,165.35,211.61,72.55,47.1,28.5,160.09,160.2,179.36,76.69,254.48,254.11,198.36,211.84,161.16,258.99,253.6,4.19,159.16,265.32,157.39,222.09,236.83,209.4,232.91,275.9,160.19,182.85,163.89
Pettah Floating Market,101.58,197.81,161.07,115.04,216.28,36.23,312.07,114.23,166.67,168.87,312.86,10.4,78.39,219.73,78.1,70.35,215.01,413.3,116.65,149.28,3.0,4.53,196.03,148.97,11.48,202.35,129.13,193.34,10.24,162.5,219.52,124.83,345.14,154.36,201.79,109.41,259.74,291.57,215.24,124.83,2.68,3.99,125.07,157.25,3.38,148.35,183.78,156.63,162.9,132.55,29.77,114.03,173.85,179.65,176.68,175.19,5.88,193.51,393.53,393.13,2.02,123.34,194.58,145.68,135.86,205.23,43.73,77.56,115.56,115.29,255.46,256.46,200.67,410.76,9.9,214.99,261.58,154.6,134.41,87.08,355.83,108.0,191.82,200.89,194.33,158.93,258.27,102.93,285.97,94.55,239.28,255.95,153.64,208.84,185.76,148.33,160.49,195.68,13.47,180.44,27.67,426.56,144.68,390.89,39.82,37.75,392.64,266.89,200.76,1.5,286.83,159.58,0.0,170.02,167.25,86.55,170.93,155.86,215.5,153.15,215.9,200.52,47.04,111.68,192.19,108.95,195.78,197.24,223.14,134.42,125.52,3.5,112.48,272.83,167.29,155.99,130.56,271.64,239.09,138.07,180.4,133.41,3.32,3.27,216.63,115.31,258.49,258.12,192.88,191.33,172.41,124.22,257.6,155.83,4.27,130.58,178.39,159.21,143.71,175.62,157.53,247.3,2.96,289.14,138.22
Pidurangala Rock,152.3,73.24,172.45,116.02,52.92,151.92,259.64,91.18,224.49,226.89,149.49,178.81,229.79,171.74,186.55,221.75,224.81,269.22,98.0,300.68,173.23,175.2,71.7,21.77,180.22,182.62,155.08,228.49,172.93,313.9,165.08,276.23,201.06,261.68,191.94,104.09,98.64,206.88,51.88,276.23,175.06,176.37,276.47,163.64,174.45,187.04,335.18,164.72,170.98,283.95,148.22,265.43,325.26,191.03,328.08,14.09,175.25,70.77,249.45,249.05,172.4,274.74,71.33,297.08,287.26,356.64,205.87,228.96,91.65,91.37,94.36,260.3,39.58,266.68,162.34,51.62,289.53,112.34,285.81,238.48,303.39,160.06,207.88,191.04,71.07,164.8,252.87,254.33,122.6,201.88,215.55,94.86,305.04,64.76,22.39,299.73,168.57,67.46,183.74,331.84,151.44,282.48,44.78,246.81,156.31,154.24,248.56,105.79,190.9,173.97,123.46,165.32,172.91,0.0,172.98,98.21,85.49,307.26,52.13,23.69,52.54,190.67,209.18,69.78,31.09,95.5,72.53,72.21,59.77,285.82,276.92,174.69,263.88,111.73,2.73,163.34,243.87,271.24,75.72,176.75,207.82,160.69,171.49,171.61,53.26,90.95,97.39,97.02,344.28,71.76,279.74,275.62,96.5,162.43,174.17,281.98,48.93,310.61,295.11,327.02,308.93,134.37,171.6,288.74,78.96
Pidurutalagala,74.59,220.98,21.47,70.49,179.1,168.82,195.53,83.28,102.97,61.3,188.44,165.25,220.8,64.48,152.37,212.75,104.12,416.96,85.7,244.45,167.22,169.05,219.44,152.15,170.39,70.2,39.45,85.29,163.97,233.05,70.39,267.27,348.8,146.4,71.25,73.42,263.4,169.09,182.93,267.27,171.31,169.37,267.51,11.46,167.57,82.7,208.68,13.16,19.43,251.2,152.21,256.44,219.06,40.05,215.62,178.85,168.35,218.51,397.19,396.79,168.66,265.77,219.07,246.46,252.97,197.51,196.87,219.96,84.61,84.34,259.12,162.08,204.34,414.42,160.47,182.68,168.84,120.48,253.05,229.49,239.28,77.59,71.22,70.35,218.82,10.52,132.18,245.33,126.26,148.54,128.39,259.61,236.68,212.5,189.42,245.18,14.55,215.2,171.42,202.98,165.86,430.22,130.99,394.56,173.22,171.14,396.3,270.55,70.22,170.23,198.09,8.24,167.44,173.68,0.0,101.32,136.54,238.9,180.21,154.95,181.5,69.98,200.19,125.05,195.85,77.99,220.27,219.95,183.66,257.37,267.95,167.82,254.88,259.24,170.95,12.76,169.87,173.01,212.33,80.22,54.76,36.16,167.75,167.86,180.08,84.36,262.15,261.78,206.03,219.51,168.83,266.66,261.26,11.86,166.82,272.99,158.1,229.76,244.49,217.06,240.57,283.56,167.86,190.52,171.56
Pinnawala Elephant Orphanage,80.83,141.91,100.81,40.41,145.17,78.82,251.73,39.6,184.37,186.57,218.32,92.0,147.53,144.4,96.93,139.49,184.04,342.18,42.01,218.43,86.42,88.39,140.13,77.86,93.41,150.12,82.76,165.21,90.67,231.65,152.07,193.97,274.03,172.06,151.17,34.77,188.62,216.93,144.13,193.97,88.24,89.55,194.22,92.0,87.63,127.61,252.92,93.08,99.34,201.69,65.96,183.17,243.0,119.39,245.83,104.08,88.43,137.61,322.42,322.02,85.59,192.48,138.68,214.82,205.01,219.16,123.61,146.7,40.93,40.65,184.35,243.11,129.56,339.65,80.08,143.88,248.23,76.85,203.55,156.22,295.48,87.26,151.14,150.27,138.43,93.16,223.37,172.07,156.14,112.26,224.73,184.84,222.78,137.73,114.65,217.47,96.93,139.78,96.93,249.58,79.62,355.44,69.08,319.78,83.21,81.14,321.52,195.78,150.14,87.16,215.72,93.68,86.1,98.9,101.34,0.0,89.53,225.01,144.39,82.04,144.79,149.9,126.92,35.85,121.07,34.31,139.88,141.34,152.02,203.57,194.66,87.88,181.62,201.71,96.17,91.69,154.25,258.29,167.98,117.32,134.68,88.37,84.68,84.79,145.51,40.67,187.37,187.0,262.02,135.43,190.12,193.36,186.49,90.79,87.35,199.73,107.28,228.35,212.85,244.76,226.67,194.32,84.78,275.79,82.32
Pitawala Pathana,115.87,133.5,136.03,79.59,85.7,153.52,202.19,54.75,201.19,177.09,157.12,180.42,231.39,121.94,188.16,223.35,175.01,329.48,61.57,302.29,174.84,176.81,131.96,66.17,181.83,132.82,118.65,178.69,174.53,315.51,115.28,277.83,261.33,238.98,142.14,67.66,175.92,169.47,84.66,277.83,176.66,177.97,278.08,127.21,176.05,150.61,279.57,128.29,134.56,285.55,149.82,267.03,326.86,154.61,286.51,91.37,176.85,131.03,309.72,309.32,174.01,276.34,131.59,298.68,288.87,268.4,207.47,230.56,55.22,54.94,171.65,210.5,99.92,326.94,163.94,84.4,239.73,47.11,287.41,240.09,245.94,123.63,158.08,141.24,131.34,128.37,203.07,255.93,121.52,203.48,165.75,172.14,306.64,125.02,101.94,301.33,132.15,127.72,185.34,273.87,153.05,342.74,51.05,307.08,157.92,155.84,308.82,183.07,141.1,175.57,156.24,128.89,174.52,86.2,136.55,89.54,0.0,308.87,84.91,61.8,85.32,140.87,210.78,61.79,108.37,59.08,132.79,132.47,76.59,287.43,278.52,176.29,265.48,189.01,83.47,126.91,245.48,221.44,112.79,140.33,158.02,124.26,173.1,173.21,86.04,54.53,174.67,174.3,276.91,132.03,239.72,277.22,173.78,126.0,175.77,283.59,40.95,312.21,296.72,328.62,310.53,194.64,173.2,238.94,104.44
