place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Goyambokka Beach,Crowdedness,15,36,0,51,negative,0.853,"Goyambokka is a small beautiful secluded beach location, and essentially serves approximately 3 hotels within the area so doesn't seem to get too crowded.",1174,0.0434412265758092,122,0.3019244291673241,0.01311596753622958,0.011187920308403832
Goyambokka Beach,Peacefulness,54,0,0,54,positive,0.797,"beach area which is absolutely stunning, almost unused so great if you want some peace and quiet - there are no loungers but the calm and tranquility would make up for this.The beach has limited facilities, no toilets and 2-3 bar areas which serve drinks and a limited selection of food.",1174,0.04599659284497445,129,0.24613306953890854,0.011321282585264958,0.009023062220456173
Goyambokka Beach,Toilets,4,1,4,9,positive,0.787,"peace and quiet - there are no loungers but the calm and tranquility would make up for this.The beach has limited facilities, no toilets and 2-3 bar areas which serve drinks and a limited selection of food.",1174,0.007666098807495741,37,1.4950275612563562,0.011461029004520618,0.009019829826557727
Goyambokka Beach,Service quality,10,4,6,20,positive,0.794,The staff in the bars looked very reliable and they were very lovely.,1174,0.017035775127768313,88,0.6286086594223741,0.010708835765287463,0.008502815597638247
Goyambokka Beach,Public transport access,7,1,8,16,neutral,0.805,It's a 4km walk or tuk tuk ride from Tangalle and worth it.,1174,0.013628620102214651,90,0.6061358035703155,0.008260794597210432,0.006649939650754398
Goyambokka Beach,Scenic view,12,5,11,28,positive,0.788,"Fabulous view to the ocean, clean beach and ocean, palm trees.",1174,0.02385008517887564,128,0.25391520998096345,0.006055899386258072,0.004772048716371362
Goyambokka Beach,Trail,3,0,2,5,positive,0.76,"Beautiful little bay hidden down a small track next to Palm Paradise Cabanas- great for swimming even in the offseason, a few little drink shacks and sun loungers on the beach.",1174,0.004258943781942078,39,1.4423838277709342,0.006143031634458834,0.0046687040421887135
Goyambokka Beach,Weather condition,3,3,1,7,positive,0.78,"Beatiful view to the ocean, in sunny day without big waves water is crystal clean.",1174,0.00596252129471891,82,0.6992262266363275,0.004169151266145053,0.0032519379875931417
Gregory Lake,Mountain,31,1,23,55,positive,0.776,Nice lake surrounded by mountains and British period architecture.,920,0.059782608695652176,24,1.927891643552635,0.11525439173412493,0.08943740798568095
Gregory Lake,Family friendliness,68,4,42,114,positive,0.768,A bit steeply priced but good for kids or larger groups to see the lake.,920,0.12391304347826088,89,0.6173091041684409,0.07649264986435028,0.05874635509582102
Gregory Lake,Ticket price,29,13,74,116,neutral,0.755,you have to get used to is foreign nationals are charged an entry fee for almost every place you visit (which are either free of cost for locals or significantly lower) and gregory lake is no exception to that.,920,0.12608695652173912,94,0.5626506916305767,0.07094291329255097,0.05356189953587598
Gregory Lake,Trail,21,3,15,39,positive,0.755,"This lake has a nice path that you can walk along but people will ask if you want to go on a boat, jet ski, or a horse.",920,0.042391304347826085,39,1.4423838277709342,0.061144531829420035,0.046164121531212125
Gregory Lake,Cleanliness,71,32,2,105,positive,0.877,"Took a £1 tut tut to get there from the town had a nice walk round in clean air, sadly did find a bit of rubbish down one end it which highlights the help Sri Lanka needs in cleaning up and becoming a green destination which is what most tourists want theses days.Knocked it a star for the rubbish at one end.",920,0.11413043478260869,117,0.34377153910282454,0.03923479522369193,0.03440891541117782
Gregory Lake,Souvenir stalls,13,2,14,29,neutral,0.778,"We ate at the small food stalls, which serves the best fries:)",920,0.03152173913043478,49,1.214125175789954,0.0382713370629442,0.02977510023497059
Gregory Lake,Weather condition,18,20,8,46,negative,0.786,"When we visited this place it was raining, so we could not spend lot of time...but what I can share is it a lovely calm place.",920,0.05,82,0.6992262266363275,0.034961311331816375,0.027479590706807673
Gregory Lake,Scenic view,91,2,28,121,positive,0.804,"We enjoyed sitting and watching lake, though did not do any boating.View is nice and this lake is not too far off from city",920,0.13152173913043477,128,0.25391520998096345,0.03339537000836584,0.02684987748672614
Gregory Lake,Entrance fee,8,7,30,45,neutral,0.816,highlights of the trip after we were back home.One common aspect that you have to get used to is foreign nationals are charged an entry fee for almost every place you visit (which are either free of cost for locals or significantly lower) and gregory lake is no exception to that.,920,0.04891304347826087,87,0.6400373552459969,0.03130617498485855,0.025545838787644572
Gregory Lake,Restaurants,6,2,15,23,neutral,0.773,A reasonably big lake with nice green lawns surrounded by misty mountains.We spent a good 2 hours there at the lake and then had lunch at an indian restaurant overlooking the lake.,920,0.025,49,1.214125175789954,0.03035312939474885,0.023462969022140862
Gregory Lake,Parking,5,2,17,24,neutral,0.776,This is beautiful there are many things here walk small boats jet ski horse rides car parking wish I had more time there,920,0.02608695652173913,54,1.1169614273363062,0.0291381241913819,0.022611184372512357
Gregory Lake,Cafes,2,1,5,8,neutral,0.762,And the surround of the lake best to walking in the evening.After we had a coffee in the coffee shop and evening views brought to us happy feelings.Actually we thanks to all of this to radienttours.com (our tour poerator) .,920,0.008695652173913044,15,2.3978952727983707,0.02085126324172496,0.015888662590194422
Gregory Lake,Value for money,16,27,0,43,negative,0.856,Its much more expensive for foreigners than locals.,920,0.04673913043478261,112,0.38744660260548613,0.0181089172956912,0.015501233205111667
Gregory Lake,Crowdedness,5,32,1,38,negative,0.835,It also had Avery nice place to get some food some nice lodges to stay in and fun fair for small children could be busy on the weekends .,920,0.041304347826086954,122,0.3019244291673241,0.012470791639519908,0.010413111018999123
Gregory Lake,Noise level,0,6,0,6,negative,0.807,There were several types of boats to rent including paddle boats and noisy jetskis and even though it was a cold day there were a few locals on the jetskis.,920,0.006521739130434782,32,1.640209571100854,0.01069701894196209,0.008632494286163408
Gregory Lake,Service quality,8,3,5,16,positive,0.789,to pay and walked along the road.It's worth mentioning that the next security gate we came across (about 150m along) was without staff so anyone could easily enter for free at this point anyway!Overall it was a nice walk but I would not want to recommend it based on the ridiculous ticket system and the need to walk along,920,0.017391304347826087,88,0.6286086594223741,0.010932324511693462,0.008625604039726143
Gregory Lake,Peacefulness,40,0,0,40,positive,0.806,Nice and serene place,920,0.043478260869565216,129,0.24613306953890854,0.010701437806039502,0.008625358871667838
Gregory Lake,Safety,8,2,4,14,positive,0.811,There are jet skis and fast boats which could be dangerous which I wouldn’t recommend.,920,0.015217391304347827,86,0.651598177647073,0.009915624442455459,0.008041571422831378
Gregory Lake,River,1,1,4,6,neutral,0.76,I would say u can skip this one and do the boating in river safari..which is very nice .Boating charges are like 4000 to5000 LKR,920,0.006521739130434782,33,1.6094379124341003,0.01049633421152674,0.007977214000760322
Gregory Lake,Toilets,1,2,3,6,neutral,0.777,Tip: avoid the restrooms.,920,0.006521739130434782,37,1.4950275612563562,0.009750179747324061,0.007575889663670796
Gregory Lake,Accommodation,6,0,7,13,neutral,0.768,We had wonderful view of this lake from our villa dining place.,920,0.014130434782608696,90,0.6061358035703155,0.008564962441754458,0.006577891155267424
Gregory Lake,Beach,2,3,3,8,negative,0.778,"Rather nice lake, not worth visiting by itself, but while staying in Nuwara Eliya it is a pleasant experience to walk at its shore.",920,0.008695652173913044,64,0.9470623905409088,0.008235325135138338,0.0064070829551376276
Gregory Lake,Temple,2,1,2,5,positive,0.792,"If you are sleeping the night, avoid the east end of the lake as amplified prayers and music from the Hindu temple from 5am make a peaceful night's sleep difficult.",920,0.005434782608695652,76,0.7752121336142496,0.0042131094218165735,0.0033367826620787264
Hakgala Botanic Gardens,Mountain,22,2,25,49,neutral,0.756,"Don't forget to visit the ""Fernary"" and feel free to climb up the hill.",722,0.06786703601108034,24,1.927891643552635,0.13084029159844754,0.09891526044842634
Hakgala Botanic Gardens,Ticket price,32,22,54,108,neutral,0.773,"Inside the gardens, there are no shops nor restaurants.The Rose Garden was closed but it was not informed at the time of purchase of entry tickets.We were rather disappointed but this type of exploitation should be avoided..",722,0.14958448753462603,94,0.5626506916305767,0.08416381536856271,0.06505862927989897
Hakgala Botanic Gardens,Trail,13,3,16,32,neutral,0.764,there has been lot of improvement mostly involving paving foot paths and walkways and some of it still going on.as we visited in December there was not much flowers but the wonderful weather and the quietness due to less crowds made up to it.The season for flowers is from March to August.,722,0.0443213296398892,39,1.4423838277709342,0.06392836909788074,0.04884127399078089
Hakgala Botanic Gardens,Entrance fee,11,13,30,54,neutral,0.845,"Its not worth to visit due to high entrance fee you have to pay for this garden, not much to see & dirty bathrooms .",722,0.07479224376731301,87,0.6400373552459969,0.04786982989374492,0.04045000626021446
Hakgala Botanic Gardens,Birds,12,1,9,22,positive,0.77,"Managed to see following rare and attractive birds: Scimitar Babbler, Sri Lanka White-eye, Grey Wagtail, Canary Flycatcher, Velvet-fronted Nuthatch, Tickell's Blue Flycatcher, Great tit, Purple-rumped Sunbirds, Rock Pigeon, etc.",722,0.030470914127423823,40,1.4170660197866443,0.04317929700180911,0.033248058691393016
Hakgala Botanic Gardens,Family friendliness,27,6,15,48,positive,0.77,Enjoyed seeing local children experience the garden; even the young men were photographing the trees and flowers.,722,0.0664819944598338,89,0.6173091041684409,0.04103994044333125,0.03160075414136506
Hakgala Botanic Gardens,Weather condition,12,19,4,35,negative,0.783,"Unfortunately it was raining but that did not detract from the mature trees, shrubs and flowers.",722,0.04847645429362881,82,0.6992262266363275,0.03389600821644247,0.02654057443347446
Hakgala Botanic Gardens,Cleanliness,48,15,0,63,positive,0.881,Nice and well maintained botanical garden.,722,0.08725761772853186,117,0.34377153910282454,0.029996685544983304,0.02642707996513029
Hakgala Botanic Gardens,Value for money,14,41,0,55,negative,0.864,"Quite expensive but was lovely walking around seeing what plants from all over the world were grown here, many massive old trees from Australia could be found.",722,0.07617728531855955,112,0.38744660260548613,0.029514630392384677,0.02550064065902036
Hakgala Botanic Gardens,Local guide,11,1,13,25,neutral,0.752,Might not be that value if you don't have a guide with you to describe some truly amazing facts and information!,722,0.03462603878116344,66,0.9162907318741551,0.031727518416695126,0.023859093849354734
Hakgala Botanic Gardens,Toilets,2,3,7,12,neutral,0.772,"Its not worth to visit due to high entrance fee you have to pay for this garden, not much to see & dirty bathrooms .",722,0.01662049861495845,37,1.4950275612563562,0.024848103511185975,0.019182735910635573
Hakgala Botanic Gardens,Scenic view,44,2,14,60,positive,0.822,Beautiful views and flowers.Make sure u need at least 3 hours to view this garden and u have to walk a lot.,722,0.08310249307479224,128,0.25391520998096345,0.021100986979027434,0.01734501129676055
Hakgala Botanic Gardens,Service quality,13,2,10,25,positive,0.787,The staff do their best to keep it clean.,722,0.03462603878116344,88,0.6286086594223741,0.021766227819334284,0.01713002129381608
